"province_id","province_name","constituency_id","constituency_name","type","osn","candidate_name","party_name","evm_votes","postal_votes","total_votes","vote_share"
"S01","Andhra Pradesh",4,"Visakhapatnam","State",6,"B. JAYA VENU GOPAL","Pyramid Party of India",1622,5,1627,0.13
"S01","Andhra Pradesh",4,"Visakhapatnam","State",7,"V.V. LAKSHMI NARAYANA","Janasena Party",287072,1802,288874,23.3
"S01","Andhra Pradesh",4,"Visakhapatnam","State",8,"ANMISH VARMA","Independent",1904,11,1915,0.15
"S01","Andhra Pradesh",4,"Visakhapatnam","State",9,"R. UDAYA GOWRI","Independent",1384,0,1384,0.11
"S01","Andhra Pradesh",4,"Visakhapatnam","State",10,"KOTHAPALLI GEETHA","Independent",1155,3,1158,0.09
"S01","Andhra Pradesh",4,"Visakhapatnam","State",11,"GAMPALA SOMASUNDARAM","Independent",1127,1,1128,0.09
"S01","Andhra Pradesh",4,"Visakhapatnam","State",12,"GANNU MALLAYYA","Independent",1311,2,1313,0.11
"S01","Andhra Pradesh",4,"Visakhapatnam","State",13,"DURGAPRASAD. GUNTU","Independent",2463,1,2464,0.2
"S01","Andhra Pradesh",4,"Visakhapatnam","State",14,"PULAPAKA RAJA SEKHAR","Independent",2294,0,2294,0.19
"S01","Andhra Pradesh",4,"Visakhapatnam","State",15,"NOTA","None of the Above",16626,20,16646,1.34
"S01","Andhra Pradesh",5,"Anakapalli","State",1,"ADARI ANAND KUMAR","Telugu Desam",495381,1653,497034,40.13
"S01","Andhra Pradesh",5,"Anakapalli","State",2,"Dr. Gandi Venkata Satyanarayana Rao (Dr Vikram)","Bharatiya Janata Party",12888,388,13276,1.07
"S01","Andhra Pradesh",5,"Anakapalli","State",3,"Dr.Beesetti Venkata Satyavathi","Yuvajana Sramika Rythu Congress Party",583210,3016,586226,47.33
"S01","Andhra Pradesh",5,"Anakapalli","State",4,"Ruthala Srirama Murthy","Indian National Congress",10072,49,10121,0.82
"S01","Andhra Pradesh",5,"Anakapalli","State",5,"P.S.AJAY KUMAR","Communist Party of India  (Marxist-Leninist)  (Liberation)",2708,8,2716,0.22
"S01","Andhra Pradesh",5,"Anakapalli","State",6,"K B SWAROOP","Jana Jagruti Party",1615,6,1621,0.13
"S01","Andhra Pradesh",5,"Anakapalli","State",7,"Chintala Partha Sarathi","Janasena Party",82126,462,82588,6.67
"S01","Andhra Pradesh",5,"Anakapalli","State",8,"Taadi Veera Jagadeeshwari","Pyramid Party of India",1801,2,1803,0.15
"S01","Andhra Pradesh",5,"Anakapalli","State",9,"Vadlamuri Krishna Swaroop","Dalita Bahujana Party",4443,1,4444,0.36
"S01","Andhra Pradesh",5,"Anakapalli","State",10,"Appala Naidu Tummagunta","Independent",3760,5,3765,0.3
"S01","Andhra Pradesh",5,"Anakapalli","State",11,"NOTA","None of the Above",34877,20,34897,2.82
"S01","Andhra Pradesh",6,"Kakinada","State",1,"CHALAMALASETTY SUNIL","Telugu Desam",508361,3531,511892,41.46
"S01","Andhra Pradesh",6,"Kakinada","State",2,"MALLIPUDI SRI RAMACHANDRA MURTHY (RAMBABU)","Indian National Congress",8601,39,8640,0.7
"S01","Andhra Pradesh",6,"Kakinada","State",3,"YALLA VENKATA RAMA MOHAN RAO (DORABABU)","Bharatiya Janata Party",9456,140,9596,0.78
"S01","Andhra Pradesh",6,"Kakinada","State",4,"VANGA GEETHAVISWANATH","Yuvajana Sramika Rythu Congress Party",534655,2975,537630,43.54
"S01","Andhra Pradesh",6,"Kakinada","State",5,"APPALAKONDA VANGALAPUDI","Mundadugu Praja Party",2997,0,2997,0.24
"S01","Andhra Pradesh",6,"Kakinada","State",6,"B. GEETHA","Praja Shanthi Party",1687,1,1688,0.14
"S01","Andhra Pradesh",6,"Kakinada","State",7,"GODUGU SATYANARAYANA","Communist Party of India  (Marxist-Leninist)  (Liberation)",1723,1,1724,0.14
"S01","Andhra Pradesh",6,"Kakinada","State",8,"JYOTHULA VENKATESWARA RAO","Janasena Party",132124,524,132648,10.74
"S01","Andhra Pradesh",6,"Kakinada","State",9,"DONAM NEELAKANTAM","All India Praja Party",980,0,980,0.08
"S01","Andhra Pradesh",6,"Kakinada","State",10,"PEDDIMSETTI. VENKATESWARARAO","Jana Jagruti Party",812,3,815,0.07
"S01","Andhra Pradesh",6,"Kakinada","State",11,"VASAMSETTY VENKATARAMANA","All India Forward Bloc",1012,2,1014,0.08
"S01","Andhra Pradesh",6,"Kakinada","State",12,"SATHI VEERALAKSHMI","Pyramid Party of India",1117,2,1119,0.09
"S01","Andhra Pradesh",6,"Kakinada","State",13,"ANKADI SATHIBABU","Independent",1381,0,1381,0.11
"S01","Andhra Pradesh",6,"Kakinada","State",14,"KAKILETI RAVINDRA","Independent",3325,2,3327,0.27
"S01","Andhra Pradesh",6,"Kakinada","State",15,"MEDISETTI VIJAYA KUMAR","Independent",2051,0,2051,0.17
"S01","Andhra Pradesh",6,"Kakinada","State",16,"NOTA","None of the Above",17117,36,17153,1.39
"S01","Andhra Pradesh",7,"Amalapuram ","State",1,"AYYAJI VEMA MANEPALLI","Bharatiya Janata Party",11358,158,11516,0.94
"S01","Andhra Pradesh",7,"Amalapuram ","State",2,"GANTI HARISH MADHUR (BALAYOGI)","Telugu Desam",442774,2573,445347,36.18
"S01","Andhra Pradesh",7,"Amalapuram ","State",3,"CHINTA ANURADHA","Yuvajana Sramika Rythu Congress Party",481358,3955,485313,39.43
"S01","Andhra Pradesh",7,"Amalapuram ","State",4,"JANGA GOUTHAM","Indian National Congress",7840,38,7878,0.64
"S01","Andhra Pradesh",7,"Amalapuram ","State",5,"CHELLE RAJANI","Jana Jagruti Party",1228,0,1228,0.1
"S01","Andhra Pradesh",7,"Amalapuram ","State",6,"PANTHAGADA VIJAYA CHAKRAVARTHY","Republican Party of India (Khobragade)",1801,0,1801,0.15
"S01","Andhra Pradesh",7,"Amalapuram ","State",7,"MURALIKRISHNA KANDERI","India Praja Bandhu Party",1801,1,1802,0.15
"S01","Andhra Pradesh",7,"Amalapuram ","State",8,"MORTHA SIVA RAMA KRISHNA","Pyramid Party of India",1946,4,1950,0.16
"S01","Andhra Pradesh",7,"Amalapuram ","State",9,"D M R SEKHAR","Janasena Party",253271,1577,254848,20.7
"S01","Andhra Pradesh",7,"Amalapuram ","State",10,"REVU SUDHAKAR","Independent",2770,1,2771,0.23
"S01","Andhra Pradesh",7,"Amalapuram ","State",11,"NOTA","None of the Above",16408,41,16449,1.34
"S01","Andhra Pradesh",8,"Rajahmundry","State",1,"NALLURI VIJAYA SRINIVASA RAO","Indian National Congress",12678,47,12725,1.02
"S01","Andhra Pradesh",8,"Rajahmundry","State",2,"PARAVASTU SATYA GOPINATH DAS","Bharatiya Janata Party",12165,169,12334,0.99
"S01","Andhra Pradesh",8,"Rajahmundry","State",3,"MAGANTI ROOPA","Telugu Desam",459100,1290,460390,36.82
"S01","Andhra Pradesh",8,"Rajahmundry","State",4,"MARGANI BHARAT","Yuvajana Sramika Rythu Congress Party",578471,3553,582024,46.55
"S01","Andhra Pradesh",8,"Rajahmundry","State",5,"AKULA SATYANARAYANA","Janasena Party",155164,643,155807,12.46
"S01","Andhra Pradesh",8,"Rajahmundry","State",6,"GEDDAM DAVID NELSON BABU","Ambedkarite Party of India",1752,5,1757,0.14
"S01","Andhra Pradesh",8,"Rajahmundry","State",7,"BANDARU RAJESWARA RAO","Jana Jagruti Party",1034,1,1035,0.08
"S01","Andhra Pradesh",8,"Rajahmundry","State",8,"MEDA SRINIVAS","Rashtriya Praja Congress  (Secular)",994,2,996,0.08
"S01","Andhra Pradesh",8,"Rajahmundry","State",9,"SANGISETTI SRINIVASA RAO","Pyramid Party of India",1156,5,1161,0.09
"S01","Andhra Pradesh",8,"Rajahmundry","State",10,"KURUVELLA BHANUCHANDAR","Independent",1242,0,1242,0.1
"S01","Andhra Pradesh",8,"Rajahmundry","State",11,"KOLLAPU VENU","Independent",2868,1,2869,0.23
"S01","Andhra Pradesh",8,"Rajahmundry","State",12,"NOTA","None of the Above",18064,23,18087,1.45
"S01","Andhra Pradesh",9,"Narsapuram","State",1,"KANUMURU BAPIRAJU","Indian National Congress",13678,132,13810,1.18
"S01","Andhra Pradesh",9,"Narsapuram","State",2,"KANUMURU RAGHU RAMA KRISHNA RAJU","Yuvajana Sramika Rythu Congress Party",442736,4858,447594,38.11
"S01","Andhra Pradesh",9,"Narsapuram","State",3,"PYDIKONDALA MANIKYALA RAO","Bharatiya Janata Party",12118,260,12378,1.05
"S01","Andhra Pradesh",9,"Narsapuram","State",4,"V.V. SIVA RAMA RAJU (KALAVAPUDI SIVA)","Telugu Desam",413674,2011,415685,35.39
"S01","Andhra Pradesh",9,"Narsapuram","State",5,"YELLA VENU GOPAL RAO","Nava Samaj Party",4268,2,4270,0.36
"S01","Andhra Pradesh",9,"Narsapuram","State",6,"GANJI PURNIMA","Republican Party of India (A)",865,2,867,0.07
"S01","Andhra Pradesh",9,"Narsapuram","State",7,"GURUGUBILLI RAMBABU","Marxist Communist Party of India (United)",582,0,582,0.05
"S01","Andhra Pradesh",9,"Narsapuram","State",8,"G S RAJU","Samajwadi Party",3459,3,3462,0.29
"S01","Andhra Pradesh",9,"Narsapuram","State",9,"DASARI KRISHNA MURTHY","India Praja Bandhu Party",1600,0,1600,0.14
"S01","Andhra Pradesh",9,"Narsapuram","State",10,"NALLAM SURYA CHANDRA RAO","Pyramid Party of India",2194,9,2203,0.19
"S01","Andhra Pradesh",9,"Narsapuram","State",11,"NAGABABU KONIDELA","Janasena Party",248675,1614,250289,21.31
"S01","Andhra Pradesh",9,"Narsapuram","State",12,"K.A.PAUL","Praja Shanthi Party",3018,19,3037,0.26
"S01","Andhra Pradesh",9,"Narsapuram","State",13,"GOTTUMUKKALA SHIVAJI","Independent",1273,0,1273,0.11
"S01","Andhra Pradesh",9,"Narsapuram","State",14,"NALLI RAJESH","Independent",2646,2,2648,0.23
"S01","Andhra Pradesh",9,"Narsapuram","State",15,"MEDAPATI VARAHALA REDDY","Independent",2674,3,2677,0.23
"S01","Andhra Pradesh",9,"Narsapuram","State",16,"NOTA","None of the Above",12031,35,12066,1.03
"S01","Andhra Pradesh",10,"Eluru ","State",1,"KOTAGIRI SRIDHAR","Yuvajana Sramika Rythu Congress Party",672834,3975,676809,50.97
"S01","Andhra Pradesh",10,"Eluru ","State",2,"CHINNAM RAMA KOTAYYA","Bharatiya Janata Party",8317,95,8412,0.63
"S01","Andhra Pradesh",10,"Eluru ","State",3,"JETTI GURUNADHA RAO","Indian National Congress",20284,94,20378,1.53
"S01","Andhra Pradesh",10,"Eluru ","State",4,"MAGANTTI VENKATESWARA RAO BABU","Telugu Desam",509549,1335,510884,38.47
"S01","Andhra Pradesh",10,"Eluru ","State",5,"CHINA VENKATA SURYANARAYANA JOSYULA","Pyramid Party of India",2932,3,2935,0.22
"S01","Andhra Pradesh",10,"Eluru ","State",6,"PENTAPATI PULLARAO","Janasena Party",76481,346,76827,5.79
"S01","Andhra Pradesh",10,"Eluru ","State",7,"MATHE. BOBBY","Republican Party of India (A)",1871,8,1879,0.14
"S01","Andhra Pradesh",10,"Eluru ","State",8,"V. SIVA RAMA KRISHNA","Jana Jagruti Party",1261,0,1261,0.09
"S01","Andhra Pradesh",10,"Eluru ","State",9,"ALAGA. RAVI KUMAR","Independent",1648,0,1648,0.12
"S01","Andhra Pradesh",10,"Eluru ","State",10,"Dr.MENDEM. SANTHOSH KUMAR(PEDDABABU)","Independent",3010,0,3010,0.23
"S01","Andhra Pradesh",10,"Eluru ","State",11,"NOTA","None of the Above",23861,19,23880,1.8
"S01","Andhra Pradesh",11,"Machilipatnam ","State",1,"KONAKALLA NARAYANA RAO","Telugu Desam",508570,2725,511295,41.18
"S01","Andhra Pradesh",11,"Machilipatnam ","State",2,"GUDIVAKA RAMANJANEYULU","Bharatiya Janata Party",6355,107,6462,0.52
"S01","Andhra Pradesh",11,"Machilipatnam ","State",3,"GOLLU KRISHNA","Indian National Congress",12207,77,12284,0.99
"S01","Andhra Pradesh",11,"Machilipatnam ","State",4,"BALASHOWRY VALLABHANENI","Yuvajana Sramika Rythu Congress Party",566178,5258,571436,46.02
"S01","Andhra Pradesh",11,"Machilipatnam ","State",5,"PERAM SIVA NAGESWARA RAO","Republican Party of India (A)",3620,2,3622,0.29
"S01","Andhra Pradesh",11,"Machilipatnam ","State",6,"BANDREDDI RAMAKRISHNA","Janasena Party",112416,876,113292,9.12
"S01","Andhra Pradesh",11,"Machilipatnam ","State",7,"YARLAGADDA RAMA MOHANA RAO","Bahujan Maha Party",1016,1,1017,0.08
"S01","Andhra Pradesh",11,"Machilipatnam ","State",8,"VALLURU VENKATESWARA RAO","Pyramid Party of India",824,2,826,0.07
"S01","Andhra Pradesh",11,"Machilipatnam ","State",9,"GANDHI DHANEKULA","Independent",846,0,846,0.07
"S01","Andhra Pradesh",11,"Machilipatnam ","State",10,"NADAKUDITI NAGA GAYATHRI","Independent",771,2,773,0.06
"S01","Andhra Pradesh",11,"Machilipatnam ","State",11,"GUDIVAKA VENKATA NAGA BASAVA RAO","Independent",895,1,896,0.07
"S01","Andhra Pradesh",11,"Machilipatnam ","State",12,"VIJAYA LAKSHMI CHALAPAKA","Independent",4766,13,4779,0.38
"S01","Andhra Pradesh",11,"Machilipatnam ","State",13,"NOTA","None of the Above",14043,34,14077,1.13
"S01","Andhra Pradesh",12,"Vijayawada","State",1,"KILARU DILEEP","Bharatiya Janata Party",18411,93,18504,1.45
"S01","Andhra Pradesh",12,"Vijayawada","State",2,"KESINENI SRINIVAS (NANI)","Telugu Desam",573929,1569,575498,45.04
"S01","Andhra Pradesh",12,"Vijayawada","State",3,"NARAHARISETTY. NARASIMHARAO.","Indian National Congress",16204,57,16261,1.27
"S01","Andhra Pradesh",12,"Vijayawada","State",4,"POTLURI.V.PRASAD ( P V P )","Yuvajana Sramika Rythu Congress Party",564174,2598,566772,44.36
"S01","Andhra Pradesh",12,"Vijayawada","State",5,"ANDUKURI VIJAYA BHASKAR","India Praja Bandhu Party",2457,0,2457,0.19
"S01","Andhra Pradesh",12,"Vijayawada","State",6,"DATLA LURDU MARY","Mundadugu Praja Party",433,1,434,0.03
"S01","Andhra Pradesh",12,"Vijayawada","State",7,"PADALA SIVA PRASAD","Navarang Congress Party",480,0,480,0.04
"S01","Andhra Pradesh",12,"Vijayawada","State",8,"Muttamsetty Prasad babu","Janasena Party",81416,234,81650,6.39
"S01","Andhra Pradesh",12,"Vijayawada","State",9,"SEKHAR","Pyramid Party of India",683,2,685,0.05
"S01","Andhra Pradesh",12,"Vijayawada","State",10,"Sk. Riyaz","Indian Union Muslim League",412,0,412,0.03
"S01","Andhra Pradesh",12,"Vijayawada","State",11,"ANIL KUMAR MADDINENI","Independent",1049,0,1049,0.08
"S01","Andhra Pradesh",12,"Vijayawada","State",12,"DHANEKULA GANDHI","Independent",687,1,688,0.05
"S01","Andhra Pradesh",12,"Vijayawada","State",13,"NANDINI NALLAGHATLA","Independent",951,2,953,0.07
"S01","Andhra Pradesh",12,"Vijayawada","State",14,"BOLISETTY HARI BABU","Independent",1739,0,1739,0.14
"S01","Andhra Pradesh",12,"Vijayawada","State",15,"MOHAMMAD ISHAQ","Independent",1218,0,1218,0.1
"S01","Andhra Pradesh",12,"Vijayawada","State",16,"NOTA","None of the Above",8889,22,8911,0.7
"S01","Andhra Pradesh",13,"Guntur","State",1,"Jayadev Galla","Telugu Desam",586292,1626,587918,43.5
"S01","Andhra Pradesh",13,"Guntur","State",2,"Jayaprakash Narayana Valluru","Bharatiya Janata Party",11667,174,11841,0.88
"S01","Andhra Pradesh",13,"Guntur","State",3,"Modugula Venugopala Reddy","Yuvajana Sramika Rythu Congress Party",580840,2873,583713,43.19
"S01","Andhra Pradesh",13,"Guntur","State",4,"Shaik Mastanvali","Indian National Congress",14124,81,14205,1.05
"S01","Andhra Pradesh",13,"Guntur","State",5,"Araveti Hazarath Rao","Pyramid Party of India",808,2,810,0.06
"S01","Andhra Pradesh",13,"Guntur","State",6,"Ullagi David Jayakumar","Hardam Manavtawadi Rashtriya Dal",447,0,447,0.03
"S01","Andhra Pradesh",13,"Guntur","State",7,"Jeldi Raja Mohan","All India Praja Party",437,0,437,0.03
"S01","Andhra Pradesh",13,"Guntur","State",8,"Nagaraju Ekula","Republican Party of India (A)",920,0,920,0.07
"S01","Andhra Pradesh",13,"Guntur","State",9,"Bonaboyina Srinivasa Rao","Janasena Party",128746,459,129205,9.56
"S01","Andhra Pradesh",13,"Guntur","State",10,"Mannava Hariprasad","Communist Party of India (Marxist-Leninist) Red Star",3212,4,3216,0.24
"S01","Andhra Pradesh",13,"Guntur","State",11,"Ramarao Simhadri","Praja Shanthi Party",1744,2,1746,0.13
"S01","Andhra Pradesh",13,"Guntur","State",12,"Jacob Vidyasagar Nakka","Viduthalai Chiruthaigal Katchi",639,2,641,0.05
"S01","Andhra Pradesh",13,"Guntur","State",13,"Sarabandi Raju Sikhinam","Indian Labour Party (Ambedkar Phule)",1015,2,1017,0.08
"S01","Andhra Pradesh",13,"Guntur","State",14,"Shaik Jaleel","Navarang Congress Party",560,3,563,0.04
"S01","Andhra Pradesh",13,"Guntur","State",15,"Samudrala Chinna Kotaiah","National Dalitha Dhal Party",628,0,628,0.05
"S01","Andhra Pradesh",13,"Guntur","State",16,"Umar Basha Shaik","Independent",2676,0,2676,0.2
"S01","Andhra Pradesh",13,"Guntur","State",17,"Dasari Kiran Babu","Independent",2907,2,2909,0.22
"S01","Andhra Pradesh",13,"Guntur","State",18,"Doppalapudi Veera Das","Independent",629,0,629,0.05
"S01","Andhra Pradesh",13,"Guntur","State",19,"Yanamadala Venkata Suresh","Independent",1947,0,1947,0.14
"S01","Andhra Pradesh",13,"Guntur","State",20,"NOTA","None of the Above",5972,34,6006,0.44
"S01","Andhra Pradesh",14,"Narasaraopet","State",1,"KANNA LAKSHMI NARAYANA","Bharatiya Janata Party",15237,231,15468,1.08
"S01","Andhra Pradesh",14,"Narasaraopet","State",2,"PAKKALA SURIBABU","Indian National Congress",10976,56,11032,0.77
"S01","Andhra Pradesh",14,"Narasaraopet","State",3,"RAYAPATI SAMBASIVARAO","Telugu Desam",588900,2211,591111,41.12
"S01","Andhra Pradesh",14,"Narasaraopet","State",4,"LAVU SRI KRISHNA DEVARAYALU","Yuvajana Sramika Rythu Congress Party",740041,5048,745089,51.83
"S01","Andhra Pradesh",14,"Narasaraopet","State",5,"ALLU VENKATAREDDY","Pyramid Party of India",2892,4,2896,0.2
"S01","Andhra Pradesh",14,"Narasaraopet","State",6,"KANAKAM SRINIVASARAO","National Nava Kranthi Party",1065,4,1069,0.07
"S01","Andhra Pradesh",14,"Narasaraopet","State",7,"NAYUB KAMAL SHAIK","Janasena Party",50518,295,50813,3.53
"S01","Andhra Pradesh",14,"Narasaraopet","State",8,"SURABHI DEVASAHAYAM","Indian Union Muslim League",423,0,423,0.03
"S01","Andhra Pradesh",14,"Narasaraopet","State",9,"KANTE SAYANNA","Independent",365,1,366,0.03
"S01","Andhra Pradesh",14,"Narasaraopet","State",10,"GADDALA VENU","Independent",623,3,626,0.04
"S01","Andhra Pradesh",14,"Narasaraopet","State",11,"DURGAMPUDI RAMIREDDY","Independent",2683,1,2684,0.19
"S01","Andhra Pradesh",14,"Narasaraopet","State",12,"PARIMI NARASIMHA RAO","Independent",999,2,1001,0.07
"S01","Andhra Pradesh",14,"Narasaraopet","State",13,"REDDYBOINA PRASANNA KUMAR","Independent",1394,1,1395,0.1
"S01","Andhra Pradesh",14,"Narasaraopet","State",14,"NOTA","None of the Above",13664,38,13702,0.95
"S01","Andhra Pradesh",15,"Bapatla ","State",1,"CHALLAGALI KISHORE KUMAR","Bharatiya Janata Party",9842,509,10351,0.82
"S01","Andhra Pradesh",15,"Bapatla ","State",2,"K. DEVANAND","Bahujan Samaj Party",42262,318,42580,3.36
"S01","Andhra Pradesh",15,"Bapatla ","State",3,"NANDIGAM SURESH","Yuvajana Sramika Rythu Congress Party",592250,6007,598257,47.24
"S01","Andhra Pradesh",15,"Bapatla ","State",4,"MALYADRI SRIRAM","Telugu Desam",577403,4789,582192,45.97
"S01","Andhra Pradesh",15,"Bapatla ","State",5,"J.D. SEELAM","Indian National Congress",12941,214,13155,1.04
"S01","Andhra Pradesh",15,"Bapatla ","State",6,"KUMAR KATTEPOGU","Pyramid Party of India",877,8,885,0.07
"S01","Andhra Pradesh",15,"Bapatla ","State",7,"GADDE HARI BABU","Navodayam Party",521,9,530,0.04
"S01","Andhra Pradesh",15,"Bapatla ","State",8,"CHINA NAGESWARA RAO SADHU","Mundadugu Praja Party",463,3,466,0.04
"S01","Andhra Pradesh",15,"Bapatla ","State",9,"THUMATI RAVI","All Peoples Party",368,2,370,0.03
"S01","Andhra Pradesh",15,"Bapatla ","State",10,"NUTHAKKI RAMA RAO","All India Praja Party",600,6,606,0.05
"S01","Andhra Pradesh",15,"Bapatla ","State",11,"GELLA NAGAMALLI","Independent",651,4,655,0.05
"S01","Andhra Pradesh",15,"Bapatla ","State",12,"GOLLA BABURAO","Independent",1271,5,1276,0.1
"S01","Andhra Pradesh",15,"Bapatla ","State",13,"BUSSA NAGARAJU","Independent",1943,8,1951,0.15
"S01","Andhra Pradesh",15,"Bapatla ","State",14,"NOTA","None of the Above",13178,40,13218,1.04
"S01","Andhra Pradesh",16,"Ongole ","State",1,"THOGANTI SREENIVASULU","Bharatiya Janata Party",7587,642,8229,0.61
"S01","Andhra Pradesh",16,"Ongole ","State",2,"MAGUNTA SREENIVASULU REDDY","Yuvajana Sramika Rythu Congress Party",729344,9858,739202,55.07
"S01","Andhra Pradesh",16,"Ongole ","State",3,"SIDDA RAGHAVA RAO","Telugu Desam",516287,8064,524351,39.06
"S01","Andhra Pradesh",16,"Ongole ","State",4,"DR SIRIVELLA PRASAD","Indian National Congress",8001,138,8139,0.61
"S01","Andhra Pradesh",16,"Ongole ","State",5,"KONDA PRAVEEN KUMAR","Navodayam Party",805,6,811,0.06
"S01","Andhra Pradesh",16,"Ongole ","State",6,"BELLAMKONDA SAIBABU","Janasena Party",29054,325,29379,2.19
"S01","Andhra Pradesh",16,"Ongole ","State",7,"MARAM SRINIVASA REDDY","Praja Shanthi Party",3253,5,3258,0.24
